,wideClass,mass (g)
28845,Enst,483.2
28846,EL,995.3
28847,L,159.1
28848,L,56.6
28849,L,2042.4
28850,LL,3200.0
28851,H,413.5
28852,EL,339.0
28853,LL,1052.0
28854,L,843.0
28855,Diogenite,49.0
28856,Eucrite,37.0
28857,H,5000.0
28858,CK,417.0
28859,LL,167.0
28860,L,46.0
28861,LL,226.0
28862,CK,42.0
28863,Angrite,60.0
28864,Lodranite,564.0
28865,Diogenite,20000.0
28866,H,297.0
28867,H,163.0
28868,H,237.0
28869,H,789.0
28870,CV,10000.0
28871,Eucrite,156.4
28872,Diogenite,3.6
28873,Iron,6100.0
28874,L,3830.0
28875,L,3994.0
28876,L,2920.0
28877,H,1552.0
28878,H,3650.0
28879,H,851.0
28880,H,703.0
28881,H,2184.0
28883,R,866.2
28884,H,20.2
28886,Iron,3080.0
28887,Iron,1276.0
28888,Iron,123.0
28889,Iron,114.0
28890,Iron,277.0
28891,Iron,195.0
28892,Iron,227.0
28893,Iron,585.0
28894,Iron,9625.0
28895,Iron,82.0
28897,Iron,2340.0
28898,Iron,394.0
28899,Iron,154.0
28900,H,466.0
28901,H,2880.0
28902,H,1318.0
28903,H,8.800000000000002
28904,L,812.0
28905,H,58.0
28906,L,151.7
28907,CK,7.3
28908,LL,294.0
28909,L,2200.0
28910,CK,35.0
28911,H,19.0
28912,H,488.0
28913,L,605.0
28914,L,45.8
28915,Lunar,1372.0
28916,Acapulcoite,64.0
28918,Achondrite,20.0
28919,Ureilite,376.0
28920,Mesosiderite,1200.0
28921,Eucrite,80.0
28923,L,263.0
28924,LL,2000.0
28925,CM,5.0
28927,CM,19.0
28928,CV,101.52
28929,CO,369.12
28930,LL,332.0
28931,H,1194.0
28932,CK,88.01
28933,LL,224.62
28939,H,250.0
28940,L,724.0
28941,EL,1100.0
28942,CH,181.0
28943,LL,1500.0
28944,Lunar,156.0
28945,L,2559.0
28946,Martian,15.0
28947,L,487.0
28948,Aubrite,365.0
28949,Martian,28.0
28950,CK,152.0
28951,Angrite,252.0
28952,L,11.3
28953,L,35.5
28954,L,69.9
28955,L,34.5
28956,H,38.2
28957,Diogenite,16.27
28958,Diogenite,69.0
28959,LL,1780.0
28960,L,8.27
28961,CK,31.0
28962,CK,79.0
28963,CK,68.0
28964,CK,255.0
28965,R,1120.0
28966,LL,59.0
28967,Acapulcoite,63.0
28968,CV,683.0
28969,CV,388.0
28970,Lunar,234.0
28971,Lunar,1015.0
28972,CK,168.0
28973,CK,117.0
28974,LL,620.0
28975,Eucrite,97.0
28976,Eucrite,226.0
28977,Howardite,344.0
28978,Ureilite,327.0
28979,L,120.0
28980,H,5000.0
28981,L,13.0
28982,Eucrite,38.0
28983,Eucrite,154.0
28984,Aubrite,268.0
28985,Lodranite,608.0
28986,Eucrite,50.0
28987,H,98.0
28988,L,3450.0
28989,LL,1000.0
28990,LL,2700.0
28991,LL,120.0
28992,LL,366.0
28993,LL,250.0
28994,H,53.3
28995,L,2900.0
28996,L,2688.0
28997,L,1830.0
28998,L,6293.0
28999,Ureilite,237.0
29000,H,87.8
29001,H,79.2
29002,LL,49.7
29003,Mesosiderite,578.0
29004,Howardite,329.0
29005,LL,5200.0
29006,L,26000.0
29007,Iron,2400.0
29008,Martian,94.0
29009,CO,953.0
29010,Howardite,191.0
29011,L,4272.0
29012,LL,330.0
29013,Aubrite,906.0
29014,Brachinite,3000.0
29015,LL,609.0
29016,Brachinite,28.0
29017,Lodranite,904.0
29018,Brachinite,130.0
29019,Angrite,1000.0
29020,Martian,130.0
29021,Martian,81.59999999999998
29022,Lunar,606.0
29023,Brachinite,3097.0
29024,Eucrite,610.0
29025,Lunar,42.0
29026,LL,530.0
29027,L,21.0
29028,CK,25.0
29029,Lunar,137.0
29030,Achondrite,24.0
29034,LL,388.8
29035,L,220.6
29036,H,1206.8
29037,LL,49.5
29038,H,225.3
29039,Ureilite,23.0
29040,Martian,282.3
29041,Ureilite,45.6
29042,H,346.0
29043,Martian,117.5
29044,Angrite,2140.0
29045,Lunar,93.3
29046,Lodranite,2529.0
29047,Howardite,307.0
29048,Eucrite,73.0
29049,Lunar,179.0
29050,Winonaite,212.0
29051,EL,3150.0
29052,EL,4543.0
29053,H,113.0
29054,L,23.0
29055,Diogenite,1023.0
29056,CK,416.0
29057,CO,689.0
29058,Eucrite,366.0
29059,Brachinite,180.0
29060,L,1200.0
29061,LL,45.0
29062,H,710.0
29063,L,400.0
29064,H,120.0
29065,L,16.0
29066,L,200.0
29067,LL,950.0
29068,LL,310.0
29069,L,70.0
29070,L,210.0
29071,H,170.0
29072,H,75.0
29073,L,3960.0
29074,LL,220.0
29075,LL,240.0
29076,Lunar,11528.0
29077,L,170.0
29078,LL,120.0
29079,H,95.0
29080,H,90.0
29081,L,42.0
29082,H,175.0
29083,L,4500.0
29084,L,290.0
29085,LL,280.0
29086,H,140.0
29087,LL,141.0
29088,H,176.0
29089,CO,1136.0
29090,H,1802.0
29091,L,68.6
29092,L,275.18
29093,H,548.6
29094,CK,100.0
29095,CK,53.0
29096,LL,2073.0
29097,L,4500.0
29098,CR,2445.0
29099,Martian,14.67
29100,LL,596.0
29101,L,164.4
29102,L,162.0
29103,H,171.2
29104,H,72.09999999999998
29105,L,710.0
29106,H,76.0
29107,H,302.0
29108,H,986.0
29109,L,305.0
29110,L,2099.0
29111,LL,1873.0
29112,L,460.0
29113,H,200.0
29114,LL,95.0
29115,L,65.0
29116,LL,243.0
29117,LL,199.0
29118,H,1298.0
29119,LL,546.0
29120,H,782.0
29121,Ureilite,17.0
29122,L,728.0
29123,L,396.0
29124,R,1234.0
29125,LL,150.0
29126,LL,136.0
29127,H,162.0
29128,LL,234.0
29129,Eucrite,185.0
29130,LL,522.0
29131,L,95.0
29132,H,169.0
29133,L,160.0
29134,LL,966.0
29135,H,239.0
29136,CV,235.0
29137,H,461.5
29138,LL,867.0
29139,H,1382.0
29140,L,810.0
29141,L,565.0
29142,H,116.0
29143,H,81.0
29144,L,135.0
29145,L,92.0
29146,L,10800.0
29147,L,49.0
29148,L,86.0
29149,L,42.0
29150,H,43.0
29151,H,45.0
29152,L,42.0
29153,L,37.0
29154,L,23.0
29155,L,33.0
29156,L,44.0
29157,L,31.0
29158,L,22.0
29159,L,13.0
29160,L,17.0
29161,L,29.0
29162,L,26.0
29163,L,28.0
29164,L,21.0
29165,L,23.0
29166,L,28.0
29167,L,24.0
29168,L,16.0
29169,L,17.0
29170,L,23.0
29171,L,27.0
29172,L,19.0
29173,L,17.0
29174,L,13.0
29175,L,21.0
29176,L,7.0
29178,L,12.0
29179,L,9.0
29180,L,11.0
29181,L,9.0
29182,L,13.0
29183,L,15.0
29184,L,14.0
29185,L,277.0
29187,CH,23.0
29188,LL,533.0
29189,L,67.0
29190,L,235.0
29191,Eucrite,61.6
29192,LL,223.2
29194,L,20000.0
29195,Lunar,289.0
29196,Lunar,38.0
29197,Lunar,50.4
29198,Winonaite,68.0
29199,Angrite,859.0
29200,L,3470.0
29201,L,484.0
29202,Brachinite,26.5
29203,LL,289.0
29204,LL,82.0
29205,Howardite,51.0
29206,L,556.0
29207,Ureilite,11730.0
29208,CO,109.0
29209,L,268.0
29210,Eucrite,555.0
29211,LL,4000.0
29212,LL,128.0
29213,Lunar,101.0
29214,Howardite,245.0
29215,Ureilite,224.0
29216,CK,376.0
29217,Lodranite,28.8
29218,CK,276.0
29219,CV,181.0
29220,LL,467.0
29221,Martian,50.7
29222,Eucrite,198.0
29223,Aubrite,39.1
29224,Eucrite,76.0
29225,Martian,60.0
29226,H,522.0
29227,LL,135.0
29228,LL,90.0
29229,Howardite,60.0
29230,Eucrite,648.0
29231,Eucrite,909.0
29232,Eucrite,18535.0
29233,Eucrite,25.0
29234,Eucrite,399.0
29235,Eucrite,69.6
29236,CK,47.6
29237,H,119.0
29238,LL,609.0
29239,CO,15.2
29240,L,74.0
29241,L,84.0
29242,LL,32.0
29243,L,161.0
29244,H,740.0
29245,L,150.0
29246,L,90.0
29247,H,560.0
29248,H,2900.0
29249,L,230.0
29250,H,90.0
29251,L,728.0
29252,L,100.0
29253,LL,562.0
29254,H,80.09999999999998
29255,H,853.0
29256,LL,197.0
29257,L,9452.0
29258,H,71.40000000000002
29259,H,219.0
29260,H,106.3
29261,L,2313.0
29262,L,1289.0
29263,L,556.0
29264,L,155.0
29265,L,580.0
29266,H,2418.0
29267,H,557.0
29268,L,105.5
29269,L,384.0
29270,H,810.4
29271,L,665.0
29272,L,450.0
29273,L,289.0
29274,H,1070.0
29275,L,360.0
29276,Iron,296.0
29277,H,6.27
29280,Achondrite,130.0
29281,Martian,445.0
29282,R,92.5
29283,CR,122.0
29284,L,47.3
29285,L,61.0
29286,L,46.2
29287,L,19.9
29288,H,28.7
29289,Howardite,128.7
29290,L,83.0
29291,L,117.0
29292,L,120.0
29293,LL,434.0
29294,CR,25.0
29295,Mesosiderite,147.0
29296,Diogenite,354.0
29297,Martian,5.3
29298,Diogenite,8.03
29299,Diogenite,35.0
29300,H,1500.0
29301,H,72.0
29302,H,90.0
29303,H,30.0
29304,H,2830.0
29305,H,86.0
29306,H,52.0
29307,LL,70.0
29308,H,200.0
29309,L,250.0
29310,L,150.0
29311,H,250.0
29312,L,44.0
29313,H,55.0
29314,LL,35.0
29315,LL,480.0
29316,L,300.0
29317,LL,70.0
29318,H,63.0
29319,L,160.0
29320,H,1223.0
29321,H,1853.0
29322,H,507.3
29323,H,60.8
29324,LL,29.0
29325,Eucrite,445.0
29326,L,870.0
29327,Howardite,468.0
29328,Eucrite,139.0
29329,Eucrite,770.0
29330,H,292.0
29331,Achondrite,2455.0
29332,LL,35.0
29334,LL,60.0
29335,CO,132.0
29336,H,226.0
29337,LL,276.0
29338,CV,477.0
29339,LL,616.0
29340,LL,2020.0
29341,H,188.2
29342,H,74.09999999999998
29343,H,15.3
29344,L,123.0
29345,H,29.0
29346,CV,26.0
29347,L,269.9
29348,L,62.5
29349,H,3540.0
29350,Achondrite,4818.0
29351,CV,926.0
29352,LL,189.0
29353,Lodranite,201.0
29354,Eucrite,5.6
29355,Diogenite,323.0
29356,Lunar,281.0
29357,L,564.0
29358,Eucrite,2228.0
29359,EL,97.5
29360,H,174.0
29361,Lodranite,38.0
29362,L,198.0
29363,L,476.4
29364,H,1385.4
29365,H,153.9
29366,Howardite,1566.0
29367,H,264.6
29368,LL,49.58
29369,L,12800.0
29370,Aubrite,380.0
29371,LL,102.0
29372,LL,2200.0
29373,H,880.0
29374,R,1120.0
29375,L,579.0
29376,H,479.0
29377,R,285.0
29378,L,285.0
29379,L,1026.0
29381,LL,105.0
29382,LL,295.0
29383,H,580.0
29384,Brachinite,444.0
29385,LL,19.94
29386,L,320.0
29387,L,5200.0
29388,L,26400.0
29389,H,44400.0
29390,H,136.3
29391,LL,1200.0
29392,L,67.1
29393,Eucrite,41.7
29394,L,1357.0
29395,L,688.0
29396,CV,229.0
29397,R,958.0
29398,H,2433.0
29399,Diogenite,4912.0
29400,H,120.31
29401,H,33.1
29402,H,47.62
29403,Diogenite,328.0
29404,Howardite,455.0
29405,L,142.0
29406,Howardite,150.0
29407,Lodranite,110.0
29408,Howardite,288.0
29409,Chondrite,593.0
29410,CK,13700.0
29411,Achondrite,56.0
29412,Iron,12000.0
29413,L,60.9
29414,CK,23.5
29415,LL,64.5
29416,H,83.9
29417,CV,57.8
29418,L,70.0
29419,H,62.0
29420,L,91.0
29421,L,60.0
29422,L,200.0
29423,L,21.0
29424,L,50.0
29425,H,75.0
29426,L,32.0
29427,L,36.0
29428,H,50.0
29429,L,42.0
29430,Ureilite,20.0
29431,L,80.0
29432,LL,75.0
29433,LL,630.0
29434,LL,630.0
29435,L,90.0
29436,CK,10.0
29437,LL,90.0
29438,L,79.0
29439,L,172.4
29440,L,352.8
29441,L,1160.0
29442,LL,212.9
29443,R,360.0
29444,Diogenite,115.0
29445,Eucrite,6500.0
29446,Ureilite,49.0
29447,Diogenite,459.0
29448,LL,466.0
29449,L,765.0
29450,R,79.4
29451,L,479.0
29452,Iron,40.9
29453,L,2134.0
29454,Diogenite,107.0
29455,Howardite,50.0
29456,Eucrite,69.0
29457,Eucrite,169.0
29458,Eucrite,280.0
29459,Eucrite,179.0
29460,Achondrite,200.0
29461,Diogenite,365.0
29462,LL,161.9
29463,L,97.0
29464,L,372.0
29465,L,59.0
29466,H,800.0
29467,Eucrite,259.0
29468,LL,62.8
29469,L,547.0
29470,H,2062.0
29471,LL,380.0
29472,Ureilite,66.7
29473,L,285.0
29474,R,285.0
29478,LL,56.8
29481,H,393.0
29482,Chondrite,7310.0
29483,Martian,90.5
29484,Eucrite,392.0
29485,Mesosiderite,82.0
29486,Eucrite,67.5
29487,Ureilite,78.0
29488,LL,405.0
29489,Howardite,268.0
29490,Ureilite,37.1
29491,H,46.2
29492,L,336.0
29493,LL,76.0
29494,LL,241.04
29495,CV,99.98
29496,CK,15.03
29497,CV,127.0
29498,CV,478.0
29499,Eucrite,2200.0
29500,CK,37.0
29501,Diogenite,180.0
29502,Howardite,216.0
29503,Lunar,170.0
29504,LL,502.0
29505,L,31.0
29506,L,2100.0
29507,LL,118.0
29508,H,26.0
29509,L,338.0
29510,CV,369.0
29511,L,1200.0
29512,LL,50000.0
29513,L,683.0
29514,H,581.1
29515,H,1560.0
29516,LL,815.0
29517,LL,2900.0
29518,LL,1060.0
29520,LL,524.0
29521,Diogenite,2600.0
29522,Eucrite,48.0
29523,L,7286.0
29525,Martian,145.0
29526,LL,3500.0
29527,CO,321.6
29528,CO,196.0
29529,H,7211.0
29530,CM,495.0
29531,CK,20.245
29532,LL,497.0
29533,LL,162.3
29534,LL,51.4
29535,Eucrite,38.6
29536,Iron,726.0
29537,Diogenite,1880.0
29538,Diogenite,33.5
29541,H,734.0
29542,H,1130.0
29543,L,360.0
29544,L,1173.0
29545,L,1363.0
29546,L,995.0
29547,L,70.1
29548,L,83.4
29549,L,1293.0
29551,LL,66.0
29552,H,264.0
29553,H,494.0
29554,H,780.0
29555,H,12000.0
29556,H,3237.0
29557,H,755.0
29558,H,267.0
29560,H,990.0
29561,H,186.0
29562,H,76.0
29563,H,39.2
29564,H,84.0
29565,H,158.0
29566,H,214.96
29567,H,1459.0
29568,H,612.0
29570,H,6500.0
29571,L,33.76
29572,L,322.0
29573,L,227.0
29574,L,439.0
29577,L,44.0
29578,L,300.0
29579,L,45.6
29580,L,3230.0
29581,L,1267.0
29582,L,13.3
29585,L,73.7
29586,L,309.0
29587,L,416.0
29588,L,156.0
29589,L,40.5
29590,L,802.0
29591,L,555.0
29592,L,1965.0
29593,L,6.9
29594,L,7.5
29595,L,353.0
29596,L,309.0
29597,L,380.0
29598,L,74.09999999999998
29599,L,8000.0
29600,L,157.0
29601,L,65.0
29602,L,290.0
29603,L,387.0
29604,L,575.0
29605,LL,232.0
29606,LL,376.0
29607,LL,69.0
29608,LL,71.0
29609,LL,1650.0
29610,LL,70.0
29611,LL,261.0
29612,LL,196.0
29613,LL,44.0
29614,LL,360.0
29615,CV,525.0
29616,LL,3370.0
29617,CV,861.0
29618,CO,241.0
29619,H,424.0
29620,H,374.0
29621,H,235.0
29622,Ureilite,36.0
29623,Ureilite,238.0
29624,H,297.0
29625,,100000.0
29626,Brachinite,196.0
29627,LL,1450.0
29628,EL,540.0
29629,H,1400.0
29630,CK,285.0
29631,Howardite,1083.0
29632,C,286.0
29633,Howardite,1750.0
29634,Martian,147.0
29635,Eucrite,259.0
29636,L,3400.0
29637,L,8200.0
29638,L,105.0
29639,CV,83.0
29640,Diogenite,15.5
29641,Brachinite,4000.0
29642,Brachinite,484.0
29643,CR,615.0
29644,H,29000.0
29645,Mesosiderite,720.0
29646,Brachinite,158.0
29647,L,308.0
29648,L,200.0
29649,Winonaite,298.0
29650,Lodranite,243.0
29651,Eucrite,1400.0
29652,Martian,59.0
29653,LL,553.8
29654,L,777.0
29655,Diogenite,78.84999999999998
29656,Eucrite,333.0
29657,Howardite,24.9
29658,Diogenite,48.8
29659,Lodranite,194.0
29660,H,119.0
29661,Achondrite,1010.0
29662,LL,538.0
29663,LL,503.0
29664,LL,6333.0
29665,LL,530.0
29666,L,1100.0
29667,L,65.0
29668,L,51.0
29669,L,130.0
29670,H,100.0
29671,L,80.0
29672,H,48.0
29673,H,95.0
29674,H,360.0
29675,H,390.0
29676,L,170.0
29677,L,160.0
29678,LL,130.0
29679,L,275.0
29680,H,132.0
29681,H,150.0
29682,LL,230.0
29683,H,330.0
29684,Eucrite,12.0
29685,Eucrite,302.0
29686,H,370.0
29687,L,25000.0
29688,L,400.0
29689,L,90.0
29690,L,51.0
29691,H,758.7
29692,L,224.8
29693,L,29.1
29694,CR,163.0
29695,L,1750.0
29696,L,710.0
29697,L,250.0
29698,L,2300.0
29699,H,289.1
29700,L,41.3
29701,LL,20.0
29702,L,121.3
29703,L,299.2
29704,H,264.0
29705,L,350.0
29706,L,450.0
29707,H,1374.12
29708,H,296.05
29709,L,3178.5
29710,Eucrite,146.0
29711,Diogenite,178.0
29712,LL,3800.0
29713,CO,2670.0
29714,LL,239.0
29715,LL,79.31
29716,L,212.8
29717,L,5102.4
29718,H,623.9
29719,L,238.7
29720,Martian,270.0
29721,Diogenite,225.0
29722,L,544.0
29723,Eucrite,125.0
29724,Brachinite,200.0
29725,E,37.4
29726,H,74.2
29727,CK,53.0
29728,CO,76.5
29729,Diogenite,42.0
29730,Ureilite,560.0
29731,CV,662.0
29732,L,333.0
29733,LL,259.0
29734,Martian,89.0
29735,Iron,358.0
29736,Iron,726.0
29737,Iron,29.0
29738,Iron,144.0
29739,Iron,500.0
29740,Lodranite,44.0
29741,Achondrite,153.0
29742,Howardite,380.0
29743,LL,180.0
29744,L,197.0
29745,L,328.0
29746,LL,180.0
29747,L,110.0
29748,Winonaite,20.0
29749,L,87.0
29750,R,19.0
29751,L,145.0
29752,CV,156.0
29753,Aubrite,68.0
29754,H,2775.0
29755,LL,1195.0
29756,LL,247.0
29757,LL,339.0
29758,L,126.0
29759,CK,149.0
29760,Ureilite,42.0
29761,Eucrite,269.0
29762,Iron,35400.0
29763,L,43.5
29764,L,6.97
29765,Howardite,3.03
29766,Lunar,109.4
29767,H,398.0
29768,L,1934.0
29769,H,564.0
29770,H,478.0
29771,L,200.0
29772,L,240.0
29773,CK,1724.0
29774,Diogenite,800.0
29775,H,340.0
29776,Martian,55.7
29777,Ureilite,216.0
29778,R,145.0
29779,Lunar,113.0
29780,Eucrite,141.0
29781,Eucrite,136.0
29782,Eucrite,273.0
29783,Eucrite,400.0
29784,Mesosiderite,500.0
29785,Diogenite,225.0
29786,Eucrite,698.0
29787,Howardite,372.0
29788,Eucrite,276.0
29789,Mesosiderite,54.5
29790,Ureilite,309.0
29791,Eucrite,976.0
29792,Howardite,58.1
29793,Lunar,1.3
29794,L,385.0
29795,L,302.0
29796,L,516.0
29797,H,70.8
29798,Iron,11445.0
29799,R,135.0
29800,CO,130.0
29801,Ureilite,129.0
29802,H,104.0
29803,L,1021.0
29804,LL,2211.0
29805,LL,488.0
29806,LL,4426.0
29807,Eucrite,293.0
29808,LL,3467.0
29809,Diogenite,1050.0
29810,Angrite,250.0
29811,Achondrite,725.0
29812,Diogenite,575.0
29813,Eucrite,134.5
29814,H,66.0
29815,LL,62.62
29816,L,233.0
29817,H,478.0
29818,H,231.3
29819,L,594.0
29820,LL,743.0
29821,LL,346.0
29822,H,79.2
29823,L,453.0
29824,L,324.0
29825,H,72.5
29826,L,172.4
29827,L,654.0
29828,L,222.4
29829,L,35.5
29830,L,70.8
29831,H,262.8
29832,L,610.0
29833,H,494.1
29834,L,839.1
29835,LL,767.4
29836,L,156.7
29837,L,153.1
29838,L,176.1
29839,Diogenite,164.0
29840,CK,136.0
29841,Martian,72.2
29842,Eucrite,64.5
29843,Ureilite,942.0
29844,Eucrite,26.0
29845,Ureilite,94.7
29846,Eucrite,148.0
29847,Brachinite,730.0
29848,Aubrite,50.5
29849,Diogenite,1123.0
29850,CO,1277.0
29851,CK,168.3
29852,Ureilite,54.3
29853,Lunar,760.0
29854,Ureilite,554.0
29855,CV,109.0
29856,CV,186.0
29857,CV,300.0
29858,EH,300.0
29859,L,48.7
29860,CV,6000.0
29861,Iron,14830.0
29862,CK,162.0
29863,LL,215.8
29864,LL,372.3
29865,Ureilite,401.0
29866,LL,850.0
29867,H,24000.0
29868,L,11800.0
29869,L,10000.0
29870,L,43000.0
29871,H,1716.0
29872,LL,3200.0
29873,Howardite,371.0
29874,Diogenite,88.0
29875,CV,2010.0
29876,Achondrite,469.0
29877,CR,169.0
29878,H,734.0
29879,CR,253.0
29880,L,506.0
29881,Mesosiderite,115.7
29882,LL,225.0
29883,LL,447.0
29884,CR,19.1
29885,LL,237.0
29886,H,365.0
29887,LL,164.0
29888,CO,147.0
29889,Winonaite,44.7
29890,H,64.6
29891,Brachinite,411.0
29892,H,550.0
29893,L,300.0
29894,L,631.5
29895,Lunar,96.0
29896,Ureilite,603.0
29897,Brachinite,312.0
29898,Eucrite,602.0
29899,L,800.0
29900,Eucrite,385.0
29901,LL,437.0
29902,LL,60.1
29903,Lunar,13.7
29904,Lodranite,688.0
29905,LL,41.3
29906,L,4.5
29907,Eucrite,2370.0
29908,Diogenite,3.2
29909,H,80.0
29910,R,1100.0
29911,R,45.0
29912,L,41.5
29913,Eucrite,11.5
29914,Eucrite,44.6
29915,LL,311.0
29916,L,93.0
29917,Eucrite,7.1
29918,LL,20.1
29919,L,45.0
29920,CK,62.0
29921,CV,169.3
29922,CR,5.1
29923,EL,146.0
29924,LL,106.6
29925,L,433.3
29926,L,725.0
29927,L,4055.0
29929,Ureilite,2510.0
29930,H,110.0
29931,H,50.0
29932,L,36.0
29933,H,25.0
29934,H,40.0
29935,L,180.0
29936,LL,59.0
29937,CV,29.0
29938,H,98.0
29939,H,2460.0
29940,EL,15.8
29941,H,198.0
29942,H,34.75
29943,H,361.0
29944,L,214.0
29945,L,92.2
29946,LL,188.0
29947,L,228.7
29948,LL,29481.8
29949,H,113.6
29950,L,5824.0
29951,Lunar,138.0
29952,Lunar,29.72
29953,Howardite,224.0
29954,Acapulcoite,68.0
29955,Howardite,5888.0
29956,Eucrite,188.0
29957,Eucrite,145.0
29958,L,340.0
29959,Lunar,415.0
29960,Achondrite,50.2
29961,Eucrite,37.0
29962,Diogenite,135.0
29963,Pallasite,245.0
29964,Lunar,1638.0
29965,L,95.0
29966,L,105.0
29967,LL,146.5
29968,LL,49.0
29969,Iron,1825.0
29970,H,307.0
29971,LL,2730.0
29972,Eucrite,286.0
29973,L,3950.0
29974,H,712.0
29975,Lodranite,15.85
29976,L,635.8
29977,Eucrite,3050.0
29978,Ureilite,439.0
29979,Eucrite,276.2
29980,Howardite,1048.0
29981,CV,481.0
29982,CK,605.0
29983,L,2237.0
29984,L,156.0
29985,LL,94.0
29986,LL,257.0
29987,L,164.0
29988,LL,110.0
29989,LL,45.0
29990,CV,194.0
29991,LL,161.0
29992,H,174.0
29993,L,187.0
29994,L,770.0
29995,H,71.0
29996,Eucrite,237.0
29997,CV,3367.0
29998,Howardite,89.0
29999,H,24000.0
30000,L,3500.0
30001,H,4000.0
30002,H,8000.0
30003,H,6200.0
30004,L,3300.0
30005,L,7000.0
30006,L,1700.0
30007,LL,1100.0
30008,L,1000.0
30009,LL,300.0
30010,L,800.0
30011,L,650.0
30012,L,225.0
30013,L,500.0
30014,L,700.0
30015,L,400.0
30016,L,1400.0
30017,H,2200.0
30018,L,1600.0
30019,L,2500.0
30020,L,1725.0
30021,L,1100.0
30022,H,375.0
30023,L,1700.0
30024,H,400.0
30025,L,540.0
30026,H,500.0
30027,L,375.0
30028,L,250.0
30029,L,450.0
30030,L,425.0
30031,L,200.0
30032,L,590.0
30033,Eucrite,233.7
30034,Mesosiderite,99.6
30035,Pallasite,99.8
30036,LL,291.0
30037,Aubrite,510.0
30038,H,1800.0
30039,L,5200.0
30040,LL,64.0
30041,LL,266.0
30042,EL,195.0
30043,LL,150.0
30044,H,13000.0
30045,H,50.0
30046,H,39.0
30047,Lodranite,524.0
30048,Howardite,62.0
30049,Lunar,42.4
30050,LL,114.6
30051,H,295.0
30052,Diogenite,88.3
30053,LL,57.7
30054,LL,44.6
30055,Achondrite,5100.0
30056,Eucrite,5005.0
30057,Howardite,538.0
30058,LL,10.0
30059,C,67.05
30060,Achondrite,38.4
30061,CO,80.0
30063,L,2109.0
30064,Eucrite,91.5
30065,Howardite,494.0
30066,Martian,74.4
30067,Eucrite,714.0
30068,Eucrite,3758.0
30069,Mesosiderite,277.0
30070,L,93.7
30071,L,470.0
30072,Iron,293.0
30073,LL,134.0
30074,CM,6.5
30075,Lunar,181.0
30076,Howardite,141.8
30077,Mesosiderite,119.0
30078,CM,32.64
30079,L,88000.0
30080,L,599.0
30081,H,113.0
30082,Eucrite,51.0
30083,Eucrite,13.7
30084,L,200.9
30085,H,2335.0
30086,EL,50.3
30087,L,44.0
30088,L,165.0
30089,H,324.0
30090,H,179.6
30091,H,133.4
30092,L,126.0
30093,L,585.0
30094,H,8300.0
30095,L,1158.2
30096,H,681.0
30097,LL,155.8
30098,LL,111.45
30099,H,857.3
30100,L,6859.4
30101,Howardite,1131.0
30102,Ureilite,132.45
30103,Diogenite,500.0
30104,Ureilite,20.62
30105,L,4300.0
30106,L,560.0
30107,LL,207.7
30108,LL,1009.0
30110,R,80.5
30111,CM,10.3
30112,CM,39.4
30113,CV,76.7
30114,LL,64.0
30115,LL,747.0
30116,Ureilite,119.0
30117,L,29.0
30118,Brachinite,90.0
30119,Lodranite,300.0
30120,Eucrite,120.0
30121,Lunar,208.0
30122,Achondrite,1197.0
30123,H,73.0
30124,Iron,50000.0
30125,LL,115.0
30126,EL,113.6
30127,EL,140.0
30128,LL,240.0
30129,CM,52.68
30130,Eucrite,188.0
30131,Diogenite,13.58
30132,Eucrite,27.55
30133,Eucrite,35.96
30134,Eucrite,40.22
30135,Ureilite,89.6
30136,Eucrite,520.0
30137,Eucrite,488.0
30138,Eucrite,153.6
30139,Eucrite,95.0
30140,Howardite,1468.0
30141,Eucrite,562.0
30142,Achondrite,220.0
30143,Diogenite,114.0
30144,Diogenite,223.0
30145,H,165.0
30146,Iron,20620.0
30147,Iron,32000.0
30148,L,71.0
30149,,100000.0
30150,L,56.0
30151,Winonaite,418.0
30152,Lunar,1649.0
30153,L,1481.0
30154,L,673.0
30155,Mesosiderite,4160.0
30156,LL,280.0
30157,L,1350.0
30158,H,54.6
30159,R,88.3
30160,H,5104.0
30161,Achondrite,59.8
30162,Martian,8000.0
30163,H,118.0
30164,LL,395.0
30165,CV,487.0
30166,CR,237.0
30167,L,47.7
30168,H,20.54
30169,LL,17.43
30170,L,1533.74
30171,L,110.5
30172,H,85.34
30173,L,7465.0
30174,L,8880.0
30175,H,248.5
30176,LL,53.0
30177,LL,38.2
30178,H,142.0
30179,Lunar,91.0
30180,Brachinite,10.8
30181,CV,1007.0
30182,L,314.0
30183,LL,312.0
30184,Eucrite,42.8
30185,Eucrite,102.0
30186,Eucrite,116.0
30187,LL,888.0
30188,H,571.0
30189,L,4669.5
30190,H,443.0
30191,Lunar,444.0
30192,Eucrite,473.0
30193,L,629.0
30194,Martian,85.0
30195,H,468.0
30196,Martian,319.8
30197,Eucrite,816.0
30198,Eucrite,95.0
30199,L,253.0
30200,H,1740.0
30201,LL,127.0
30202,Martian,3033.0
30203,CV,166.0
30204,H,1443.0
30205,Pallasite,1127.0
30206,H,1819.0
30207,Ureilite,11730.0
30208,LL,209.0
30209,LL,134.2
30210,Eucrite,62.9
30211,L,188.0
30212,L,115.0
30213,L,882.0
30214,LL,297.0
30215,L,1142.0
30216,LL,236.0
30217,L,507.0
30218,L,1575.0
30219,H,782.0
30220,L,2815.0
